user_id,cust_name,product_id,gender,age_group,age,marital_status,state,zone,occupation,product_category,orders,amount,total_sales
1003735,Soodesh,P00313442,F,26-35,35,Married,Bihar,Eastern,Hospitality,Food,3,12036,36108
1002878,Duane,P00197042,M,51-55,53,Single,Andhra Pradesh,Southern,Banking,Furniture,1,12035,12035
1005656,McAfee,P00131042,F,26-35,34,Married,Telangana,Southern,Automobile,Food,2,12035,24070
1504503,Ameesha,P00213142,F,46-50,69,Single,Karnataka,Southern,Healthcare,Food,4,18051,72204
1002744,Brumley,P00079042,F,18-25,23,Married,Madhya Pradesh,Central,Hospitality,Food,3,12032,36096
1005606,Cano,P00310242,M,26-35,28,Married,Maharashtra,Western,IT Sector,Food,1,12032,12032
1000161,Chloris,P00110942,F,46-50,48,Single,Uttar Pradesh,Central,Hospitality,Food,1,12031,12031
1004085,Frazer,P00259842,M,26-35,32,Married,Uttar Pradesh,Central,Banking,Furniture,4,12030,48120
1000531,Noel,P00085942,M,18-25,18,Single,Himachal Pradesh,Northern,Healthcare,Food,1,12028,12028
1001926,Barton,P00298242,M,0-17,13,Married,Maharashtra,Western,Hospitality,Food,3,12027,36081
1001358,Jaydeep,P00270942,F,36-45,43,Single,Andhra Pradesh,Southern,Banking,Food,2,12025,24050
1000810,Lonsdale,P00058042,F,26-35,34,Single,Maharashtra,Western,Media,Food,4,12024,48096
1005105,Becker,P00086342,F,51-55,54,Married,Madhya Pradesh,Central,Govt,Food,4,12021,48084
1004041,Fritzler,P00016742,F,18-25,20,Single,Maharashtra,Western,Hospitality,Food,4,12021,48084
1001884,Eugene,P00356942,F,46-50,50,Married,Karnataka,Southern,Banking,Food,1,12019,12019
1006001,Halladay,P00161942,M,26-35,29,Married,Delhi,Central,Hospitality,Food,1,12017,12017
1002043,Roper,P00278442,F,26-35,33,Married,Karnataka,Southern,Govt,Food,1,12017,12017
1000256,Maribeth,P00130742,F,46-50,50,Single,Maharashtra,Western,Healthcare,Food,1,12017,12017
1004118,Teena,P00337242,F,26-35,31,Married,Uttar Pradesh,Central,Media,Food,4,12016,48064
1003602,Julia,P00254942,F,26-35,27,Single,Maharashtra,Western,Healthcare,Food,1,12014,12014
1501336,Lawera,P00117442,F,26-35,49.5,Married,Haryana,Northern,Media,Food,3,18019,54057
1504620,Yash,P00370342,F,26-35,42,Single,Uttar Pradesh,Central,Food Processing,Food,4,18019,72076
1002130,Abhishek,P00113242,F,46-50,47,Married,Karnataka,Southern,Media,Food,2,12012,24024
1504756,Reichenbach,P00009742,M,51-55,82.5,Married,Madhya Pradesh,Central,Aviation,Food,4,18018,72072
1001365,Kiefer,P00086442,M,0-17,12,Married,Gujarat,Western,Healthcare,Food,2,12011,24022
1003319,Jill,P00357242,M,55+,70,Single,Uttar Pradesh,Central,Media,Furniture,1,12011,12011
1002223,Adrian,P00149642,F,26-35,29,Single,Maharashtra,Western,IT Sector,Furniture,2,12010,24020
1501773,Zypern,P00361842,F,0-17,21,Single,Uttar Pradesh,Central,Chemical,Food,6,18015,108090
1005755,Rittenbach,P00110142,M,36-45,42,Single,Uttar Pradesh,Central,Aviation,Furniture,4,12009,48036
1001037,Overcash,P00370642,F,46-50,48,Married,Haryana,Northern,Automobile,Food,3,12008,36024
1003711,Manning,P00347642,F,36-45,37,Married,Maharashtra,Western,Chemical,Food,3,12006,36018
1005217,Ludwig,P00237542,F,26-35,26,Single,Uttar Pradesh,Central,Healthcare,Food,3,12006,36018
1001866,Ashley,P00211142,F,26-35,29,Married,Maharashtra,Western,Govt,Food,4,12001,48004
1002174,DeMoss,P00075542,F,51-55,51,Married,Uttar Pradesh,Central,Automobile,Food,4,12001,48004
1003242,Sneha,P00246142,F,51-55,51,Single,Maharashtra,Western,Retail,Food,2,11999,23998
1005780,Meador,P00284642,F,18-25,20,Single,Delhi,Central,Agriculture,Food,4,11998,47992
1005065,Tanvi,P00046142,F,26-35,31,Single,Haryana,Northern,Textile,Food,1,11996,11996
1001058,Bathina,P00102242,F,26-35,26,Married,Kerala,Southern,Automobile,Furniture,1,11996,11996
1003469,Schoenberger,P00089442,F,46-50,46,Married,Andhra Pradesh,Southern,IT Sector,Food,4,11992,47968
1004704,Manshul,P00321942,F,18-25,23,Married,Delhi,Central,Aviation,Food,4,11992,47968
1000889,Parth,P00239942,F,46-50,46,Single,Maharashtra,Western,Hospitality,Food,2,11992,23984
1508005,Blanton,P00243942,M,36-45,57,Married,Maharashtra,Western,Food Processing,Food,4,17986,71944
1004838,Luxemburg,P00303642,F,46-50,46,Single,Maharashtra,Western,Lawyer,Food,1,11990,11990
1003487,Jesus,P00052542,F,18-25,23,Single,Karnataka,Southern,Aviation,Food,1,11989,11989
1002526,Shreya,P00113242,F,55+,75,Married,Kerala,Southern,Food Processing,Food,3,11989,35967
1000767,Dave,P00183242,F,26-35,34,Married,Maharashtra,Western,IT Sector,Food,3,11989,35967
1005501,Trupti,P00259442,F,26-35,35,Single,Uttar Pradesh,Central,Media,Food,4,11989,47956
1003824,Dilbeck,P00204342,F,26-35,28,Married,Haryana,Northern,Healthcare,Food,4,11988,47952
1000426,Dryer,P00286842,F,18-25,23,Single,Jharkhand,Eastern,Hospitality,Food,1,11988,11988
1003589,Atkinson,P00042742,M,46-50,46,Single,Uttar Pradesh,Central,Aviation,Furniture,2,11987,23974
1000355,Roy,P00251942,F,18-25,19,Single,Karnataka,Southern,IT Sector,Food,3,11986,35958
1005412,Benjamin,P00084842,F,26-35,32,Married,Jharkhand,Eastern,Banking,Food,4,11984,47936
1001205,Patt,P00188242,M,55+,61,Single,Andhra Pradesh,Southern,Healthcare,Food,1,11983,11983
1003391,Rose,P00052842,F,18-25,19,Single,Uttar Pradesh,Central,IT Sector,Food,2,11975,23950
1000415,McCrary,P00159542,M,36-45,45,Single,Uttar Pradesh,Central,Agriculture,Food,3,11974,35922
1005459,Skye,P00230342,M,0-17,15,Single,Jharkhand,Eastern,Healthcare,Food,2,11973,23946
1005119,Schwartz,P00110042,M,26-35,28,Married,Uttar Pradesh,Central,Media,Food,1,11973,11973
1004356,Grace,P00111142,F,36-45,36,Single,Madhya Pradesh,Central,IT Sector,Food,1,11972,11972
1004001,Delfina,P00002142,M,26-35,28,Married,Uttar Pradesh,Central,Chemical,Food,3,11972,35916
1000533,Akash,P00136542,F,26-35,32,Married,Gujarat,Western,Aviation,Food,2,11971,23942
1505164,Jessica,P00111042,M,36-45,61.5,Married,Gujarat,Western,Healthcare,Furniture,1,17956,17956
1002298,Zrebassa,P00267542,F,36-45,39,Single,Uttar Pradesh,Central,Construction,Food,1,11971,11971
1000123,Jahan,P00147942,F,36-45,40,Married,Uttar Pradesh,Central,Chemical,Food,4,11970,47880
1001943,Phelps,P00018742,F,18-25,21,Single,Andhra Pradesh,Southern,Construction,Food,3,11969,35907
1000531,Noel,P00119142,M,18-25,25,Single,Jharkhand,Eastern,Aviation,Furniture,1,11968,11968
1003823,Denise,P00295242,F,55+,89,Single,Delhi,Central,Healthcare,Food,1,11967,11967
1000035,Aparajita,P00326942,F,46-50,49,Married,Uttar Pradesh,Central,Banking,Food,3,11966,35898
1001354,Scot,P00256442,M,26-35,32,Married,Uttar Pradesh,Central,Healthcare,Food,3,11965,35895
1001958,MaryBeth,P00232342,M,26-35,29,Married,Maharashtra,Western,Aviation,Food,3,11963,35889
1508205,Daniels,P00236942,F,55+,124.5,Married,Maharashtra,Western,Chemical,Food,4,17944,71776
1002507,Lakshmi,P00127742,F,26-35,32,Single,Delhi,Central,IT Sector,Food,2,11962,23924
1000891,Lawera,P00129642,F,26-35,34,Single,Gujarat,Western,Aviation,Food,3,11962,35886
1002136,Lacy,P00187242,F,36-45,39,Single,Maharashtra,Western,Aviation,Food,3,11962,35886
1001266,Emily,P00337742,F,26-35,30,Single,Haryana,Northern,Retail,Food,4,11960,47840
1003547,Parishi,P00346342,F,36-45,36,Single,Uttar Pradesh,Central,Construction,Food,3,11960,35880
1005367,Barton,P00259242,F,18-25,21,Single,Uttar Pradesh,Central,Food Processing,Food,2,11959,23918
1506114,Crebassa,P00265242,F,26-35,46.5,Married,Maharashtra,Western,Lawyer,Food,6,17937,107622
1005893,Yohann,P00047242,F,26-35,30,Single,Karnataka,Southern,Hospitality,Food,1,11957,11957
1000975,Buch,P00029842,F,36-45,42,Married,Uttar Pradesh,Central,Aviation,Furniture,1,11956,11956
1505736,Dilbeck,P00352642,M,26-35,45,Married,Andhra Pradesh,Southern,IT Sector,Furniture,6,17931,107586
1001637,Noshiba,P00191442,F,55+,67,Single,Delhi,Central,Healthcare,Food,4,11954,47816
1001051,Aastha,P00331542,M,26-35,27,Married,Kerala,Southern,Banking,Food,2,11953,23906
1003857,Mills,P00293242,F,18-25,20,Single,Bihar,Eastern,Automobile,Food,4,11951,47804
1003327,Dilbeck,P00106742,F,18-25,25,Single,Himachal Pradesh,Northern,Banking,Furniture,1,11951,11951
1508727,Vini,P00294542,F,26-35,39,Single,Uttar Pradesh,Central,Govt,Food,3,17926,53778
1501315,Sanjova,P00170542,F,26-35,42,Single,Kerala,Southern,Healthcare,Food,6,17925,107550
1502427,Eugene,P00184942,F,51-55,79.5,Married,Haryana,Northern,IT Sector,Food,4,17923,71692
1003024,Hildebrand,P00072542,F,36-45,42,Single,Andhra Pradesh,Southern,Media,Food,2,11947,23894
1003847,Mitchell,P00251242,F,26-35,31,Single,Madhya Pradesh,Central,Aviation,Food,1,11946,11946
1002368,Sonia,P00111842,M,55+,88,Married,Delhi,Central,Lawyer,Food,3,11944,35832
1004079,Fisher,P00222942,F,36-45,45,Married,Maharashtra,Western,Hospitality,Food,1,11943,11943
1507647,Saloni,P00190042,F,51-55,81,Single,Himachal Pradesh,Northern,Hospitality,Food,4,17911,71644
1501395,Balk,P00158242,F,26-35,51,Single,Maharashtra,Western,Banking,Food,6,17910,107460
1002262,Geld,P00157542,F,46-50,50,Married,Uttar Pradesh,Central,Media,Food,1,11940,11940
1002854,Schneider,P00275642,M,18-25,23,Single,Himachal Pradesh,Northern,Banking,Food,1,11939,11939
1001096,Joy,P00187842,F,0-17,15,Married,Maharashtra,Western,Banking,Food,1,11939,11939
1004312,Eaton,P00222142,F,26-35,33,Married,Maharashtra,Western,Aviation,Food,3,11938,35814
1005788,Bixby,P00074642,F,26-35,30,Married,Karnataka,Southern,IT Sector,Food,1,11936,11936
1003580,Maxwell,P00112142,M,18-25,25,Single,Himachal Pradesh,Northern,IT Sector,Food,2,11935,23870
1002752,Matt,P00135742,F,26-35,33,Married,Maharashtra,Western,Healthcare,Food,2,11935,23870
1003082,Manibalan,P00316842,M,36-45,42,Married,Delhi,Central,Healthcare,Food,1,11934,11934
1001473,Luxemburg,P00120042,F,26-35,27,Single,Delhi,Central,Construction,Food,3,11933,35799
1005347,Don,P00265242,F,26-35,34,Single,Karnataka,Southern,Media,Food,3,11933,35799
1503507,Barroso,P00073842,F,46-50,75,Single,Maharashtra,Western,IT Sector,Food,6,17899,107394
1003982,Pinky,P00351342,F,55+,64,Single,Uttar Pradesh,Central,Media,Food,2,11933,23866
1504167,McMahon,P00365242,M,55+,91.5,Married,Madhya Pradesh,Central,Chemical,Food,3,17896,53688
1004079,Fisher,P00127242,F,36-45,41,Single,Maharashtra,Western,Media,Food,4,11930,47720
1004016,Dowd,P00289242,F,51-55,53,Single,Maharashtra,Western,Govt,Food,2,11925,23850
1003101,Parnavi,P00093342,F,18-25,24,Single,Uttar Pradesh,Central,Healthcare,Food,3,11924,35772
1001522,Sue,P00151742,F,36-45,40,Single,Gujarat,Western,Lawyer,Food,4,11923,47692
1003067,Gunjan,P00304642,M,26-35,34,Single,Kerala,Southern,Lawyer,Food,4,11922,47688
1000151,Sujay,P00279542,M,26-35,34,Married,Gujarat,Western,Agriculture,Food,3,11921,35763
1002877,Corey-Lock,P00155442,M,36-45,38,Single,Madhya Pradesh,Central,Chemical,Food,2,11919,23838
1003108,Filia,P00178242,F,51-55,53,Married,Madhya Pradesh,Central,Hospitality,Food,2,11919,23838
1502254,Willman,P00161942,F,26-35,46.5,Single,Delhi,Central,Govt,Food,3,17872,53616
1005776,Parhena,P00071442,F,18-25,25,Married,Haryana,Northern,Aviation,Food,3,11915,35745
1003971,Selesnick,P00213242,M,18-25,21,Married,Himachal Pradesh,Northern,Agriculture,Food,1,11911,11911
1003971,Selesnick,P00213242,M,18-25,21,Married,Telangana,Southern,Agriculture,Food,3,11911,35733
1001018,Liz,P00184442,F,18-25,18,Single,Uttar Pradesh,Central,Banking,Food,1,11909,11909
1000569,Turnell,P00137242,M,18-25,21,Married,Uttar Pradesh,Central,Banking,Food,2,11908,23816
1005795,Conant,P00179842,F,26-35,34,Married,Madhya Pradesh,Central,Hospitality,Food,3,11907,35721
1005963,Sunley,P00036442,F,26-35,28,Single,Andhra Pradesh,Southern,Chemical,Food,4,11904,47616
1501345,Phalguni,P00005042,F,26-35,51,Single,Delhi,Central,IT Sector,Food,4,17854,71416
1002484,Pelletier,P00262442,F,46-50,49,Single,Madhya Pradesh,Central,Media,Food,3,11903,35709
1005679,Bellavance,P00293842,F,36-45,43,Married,Maharashtra,Western,Healthcare,Food,4,11903,47612
1001613,Eva,P00195942,F,18-25,23,Single,Gujarat,Western,Aviation,Food,2,11902,23804
1001054,Cunningham,P00139542,F,0-17,12,Married,Maharashtra,Western,Media,Food,1,11896,11896
1002900,Bradley,P00131042,F,18-25,18,Single,Andhra Pradesh,Southern,Aviation,Food,2,11895,23790
1005432,Chong,P00248942,F,55+,64,Married,Madhya Pradesh,Central,Textile,Food,4,11894,47576
1001010,Bremer,P00065242,F,26-35,32,Married,Maharashtra,Western,Retail,Food,1,11894,11894
1502334,Deanra,P00000542,F,18-25,27,Single,Uttar Pradesh,Central,Hospitality,Food,3,17833,53499
1501288,Lynn,P00293542,F,26-35,42,Single,Maharashtra,Western,Healthcare,Food,1,17832,17832
1001164,Katrina,P00047942,M,26-35,35,Single,Delhi,Central,Retail,Food,4,11887,47548
1003313,Roland,P00173942,M,36-45,36,Single,Himachal Pradesh,Northern,Lawyer,Food,3,11885,35655
1000272,Steele,P00352842,F,18-25,21,Single,Uttar Pradesh,Central,Healthcare,Food,3,11884,35652
1003834,Kimberly,P00260042,F,18-25,24,Single,Maharashtra,Western,Aviation,Food,1,11883,11883
1003357,Kirkland,P00260542,F,26-35,31,Single,Maharashtra,Western,IT Sector,Food,2,11882,23764
1003681,Andreadi,P00196542,F,26-35,33,Married,Haryana,Northern,Healthcare,Food,1,11881,11881
1004470,Sylvia,P00245642,F,36-45,38,Single,Kerala,Southern,Lawyer,Food,3,11881,35643
1000266,Joseph,P00025442,F,36-45,38,Married,Maharashtra,Western,Govt,Food,2,11878,23756
1004041,Fritzler,P00276642,F,18-25,21,Single,Maharashtra,Western,IT Sector,Food,4,11877,47508
1001442,Atharv,P00065042,F,18-25,25,Single,Karnataka,Southern,Construction,Food,1,11874,11874
1004736,Mahima,P00304042,F,18-25,21,Single,Karnataka,Southern,Lawyer,Food,3,11873,35619
1000646,Aarushi,P00359242,F,36-45,36,Single,Uttar Pradesh,Central,Aviation,Food,1,11873,11873
1003808,Vishakha,P00043842,F,26-35,34,Married,Karnataka,Southern,Textile,Food,1,11870,11870
1000510,Rane,P00127842,F,18-25,20,Married,Delhi,Central,IT Sector,Food,4,11869,47476
1004573,Cari,P00109542,F,51-55,51,Single,Andhra Pradesh,Southern,Banking,Food,2,11868,23736
1001934,MacAllister,P00085342,F,26-35,29,Married,Haryana,Northern,Healthcare,Food,3,11868,35604
1000412,Moren,P00036942,F,36-45,41,Married,Bihar,Eastern,Media,Food,2,11867,23734
1000540,Badders,P00115642,F,18-25,18,Single,Maharashtra,Western,Govt,Food,3,11865,35595
1504347,Kotsonis,P00073642,M,18-25,28.5,Single,Maharashtra,Western,Govt,Food,6,17794,106764
1000746,Uudhav,P00069242,M,18-25,20,Married,Uttar Pradesh,Central,Chemical,Food,3,11863,35589
1001741,Barchas,P00044442,F,36-45,38,Single,Uttar Pradesh,Central,IT Sector,Food,4,11863,47452
1001941,Gopal,P0095742,M,36-45,26,Married,Uttar Pradesh,Central,Agriculture,Food,4,11862,47448
1003887,Degenhardt,P00255942,F,18-25,20,Single,Madhya Pradesh,Central,Retail,Food,2,11861,23722
1002035,Nripraj,P00303242,M,18-25,22,Single,Uttar Pradesh,Central,Healthcare,Food,3,11858,35574
1502812,Kelly,P00258742,F,36-45,66,Single,Telangana,Southern,Automobile,Food,6,17784,106704
1003441,Julie,P00363242,M,26-35,29,Single,Gujarat,Western,Textile,Food,3,11855,35565
1004637,Hughsby,P00206442,M,36-45,44,Married,Andhra Pradesh,Southern,Aviation,Food,4,11851,47404
1005367,Barton,P00302942,F,18-25,23,Married,Andhra Pradesh,Southern,Textile,Food,4,11849,47396
1001591,Anchal,P00121642,F,51-55,54,Single,Delhi,Central,Media,Food,2,11849,23698
1005178,Edelman,P00267542,F,51-55,51,Single,Uttar Pradesh,Central,Banking,Food,2,11847,23694
1000153,Adams,P00366242,F,0-17,15,Single,Delhi,Central,IT Sector,Food,2,11846,23692
1005397,Kargatis,P00058142,F,18-25,18,Single,Maharashtra,Western,Food Processing,Food,3,11845,35535
1001246,Rutuja,P00116742,F,18-25,20,Single,Maharashtra,Western,Banking,Food,4,11845,47380
1003182,Cartwright,P00286642,F,26-35,33,Single,Madhya Pradesh,Central,Chemical,Food,4,11844,47376
1003751,Victor,P00331542,M,36-45,43,Married,Madhya Pradesh,Central,Healthcare,Food,1,11843,11843
1005681,Govind,P00059442,M,26-35,27,Married,Uttar Pradesh,Central,Lawyer,Food,3,11843,35529
1001444,Bergmann,P00350342,M,26-35,28,Married,Madhya Pradesh,Central,Healthcare,Food,2,11842,23684
1003029,Grove,P00318742,F,18-25,19,Married,Maharashtra,Western,Automobile,Food,2,11842,23684
1505871,Anand,P00266642,F,36-45,67.5,Single,Uttar Pradesh,Central,Lawyer,Food,3,17763,53289
1001709,Brijesh,P00003942,F,26-35,27,Married,Uttar Pradesh,Central,Food Processing,Food,3,11838,35514
1002164,McCrossin,P00178242,F,36-45,44,Married,Karnataka,Southern,Healthcare,Food,4,11837,47348
1508337,Rupert,P00127042,F,0-17,22.5,Single,Gujarat,Western,Media,Food,6,17754,106524
1003762,Dan,P00269242,F,51-55,54,Single,Maharashtra,Western,Aviation,Food,2,11836,23672
1004083,Randy,P00339342,F,55+,58,Single,Maharashtra,Western,Lawyer,Food,3,11836,35508
1004916,Jeremy,P00247042,F,18-25,21,Single,Maharashtra,Western,Healthcare,Food,4,11835,47340
1506243,Cartwright,P00009242,M,26-35,42,Married,Maharashtra,Western,Banking,Food,3,17752,53256
1002544,Oshin,P00275742,F,46-50,49,Single,Uttar Pradesh,Central,Govt,Food,4,11833,47332
1000412,Moren,P00138342,F,36-45,37,Single,Delhi,Central,IT Sector,Food,4,11832,47328
1000984,Ben,P00001942,F,51-55,54,Married,Maharashtra,Western,Automobile,Food,1,11832,11832
1001996,Doug,P00110942,F,36-45,37,Single,Madhya Pradesh,Central,Healthcare,Food,3,11828,35484
1000331,Bhargav,P00184942,F,26-35,32,Single,Maharashtra,Western,Banking,Food,2,11827,23654
1001525,Parth,P00019442,M,26-35,33,Married,Uttar Pradesh,Central,Hospitality,Food,1,11827,11827
1501807,Patt,P00141542,M,55+,114,Single,Uttar Pradesh,Central,IT Sector,Food,4,17740,70960
1001361,Swindell,P00283342,M,26-35,35,Married,Jharkhand,Eastern,Aviation,Food,4,11825,47300
1005198,Utsav,P00237542,M,18-25,19,Married,Rajasthan,Northern,Healthcare,Food,1,11825,11825
1002857,Sukant,P00313242,F,26-35,30,Single,Haryana,Northern,Banking,Food,3,11824,35472
1003507,Brenda,P00036842,F,26-35,34,Single,Maharashtra,Western,IT Sector,Food,1,11822,11822
1002787,Vaibhav,P00313342,F,26-35,32,Single,Karnataka,Southern,Construction,Food,1,11821,11821
1001764,Blackwell,P00313542,F,18-25,23,Single,Maharashtra,Western,IT Sector,Food,2,11820,23640
1001792,Glantz,P00129542,M,26-35,35,Single,Maharashtra,Western,Textile,Food,2,11820,23640
1003560,Lena,P00109242,M,26-35,27,Single,Himachal Pradesh,Northern,Aviation,Food,2,11818,23636
1005530,Carroll,P00128242,M,18-25,24,Married,Maharashtra,Western,Hospitality,Food,4,11818,47272
1005778,Lori,P00321842,F,36-45,37,Married,Bihar,Eastern,Healthcare,Food,3,11814,35442
1005333,MacIntyre,P00003642,M,26-35,30,Single,Haryana,Northern,Healthcare,Food,2,11813,23626
1002757,Bart,P00128942,F,26-35,32,Married,Maharashtra,Western,Healthcare,Food,2,11813,23626
1502074,Jacobs,P00321742,M,26-35,42,Married,Maharashtra,Western,Healthcare,Food,1,17718,17718
1005974,Akanksha,P00141942,M,26-35,30,Married,Maharashtra,Western,Hospitality,Food,1,11812,11812
1000242,Henry,P00211142,M,18-25,25,Married,Andhra Pradesh,Southern,Healthcare,Food,1,11811,11811
1004114,Pratiksha,P00348642,F,36-45,38,Single,Haryana,Northern,Construction,Food,2,11810,23620
1003859,Sanskriti,P00165442,F,26-35,30,Married,Uttar Pradesh,Central,Hospitality,Food,1,11810,11810
1002456,Asish,P00289042,F,26-35,32,Single,Uttar Pradesh,Central,Agriculture,Food,2,11810,23620
1000698,Grove,P00186642,F,18-25,20,Married,Andhra Pradesh,Southern,Banking,Food,1,11809,11809
1005013,Vijay,P00085242,F,18-25,23,Married,Karnataka,Southern,IT Sector,Food,1,11806,11806
1002265,Mark,P00112542,F,55+,58,Single,Maharashtra,Western,Healthcare,Food,3,11806,35418
1503775,Paridhi,P00232742,M,36-45,54,Married,Uttar Pradesh,Central,IT Sector,Food,1,17707,17707
1003473,Edward,P00214842,M,36-45,41,Married,Punjab,Northern,IT Sector,Food,2,11804,23608
1002650,Neoma,P00111742,F,46-50,48,Married,Himachal Pradesh,Northern,Healthcare,Food,3,11803,35409
1000740,Jarboe,P00155642,F,26-35,28,Single,Gujarat,Western,Banking,Food,3,11800,35400
1000637,Lawera,P00196042,F,36-45,44,Single,Maharashtra,Western,Banking,Food,2,11798,23596
1001331,Foulston,P00080342,F,46-50,50,Single,Jharkhand,Eastern,Aviation,Food,2,11797,23594
1001310,Dominguez,P00114142,F,46-50,49,Single,Madhya Pradesh,Central,Aviation,Food,2,11797,23594
1004346,Maddox,P00304042,F,18-25,23,Single,Uttar Pradesh,Central,IT Sector,Food,2,11797,23594
1005443,Savely,P00144242,F,26-35,27,Single,Madhya Pradesh,Central,Aviation,Food,4,11793,47172
1004466,David,P00112142,F,36-45,39,Single,Uttar Pradesh,Central,Lawyer,Food,1,11791,11791
1004928,Parna,P00014042,M,26-35,31,Married,Andhra Pradesh,Southern,Banking,Food,1,11789,11789
1003538,Shivani,P00193242,F,36-45,41,Single,Haryana,Northern,Aviation,Food,2,11788,23576
1003771,Chirag,P00114942,F,26-35,30,Single,Maharashtra,Western,Food Processing,Food,1,11788,11788
1004545,Knutson,P00183442,F,26-35,28,Married,Maharashtra,Western,Food Processing,Food,2,11787,23574
1005031,Shruti,P00265242,M,26-35,26,Single,Uttar Pradesh,Central,Textile,Food,2,11787,23574
1003929,Prajakta,P00246442,F,26-35,34,Single,Uttar Pradesh,Central,Healthcare,Food,1,11787,11787
1001820,McGuire,P00010842,F,26-35,35,Single,Bihar,Eastern,Govt,Food,1,11781,11781
1004412,Barbara,P00293242,F,18-25,25,Single,Maharashtra,Western,Retail,Food,4,11781,47124
1002251,Raglin,P00129842,F,36-45,45,Married,Bihar,Eastern,Construction,Food,1,11779,11779
1001301,Wale,P00352142,M,26-35,27,Single,Jharkhand,Eastern,Automobile,Food,4,11778,47112
1508272,Karl,P00113242,F,18-25,33,Single,Maharashtra,Western,Healthcare,Food,1,17665,17665
1000509,Rohan,P00173342,M,26-35,29,Single,Uttar Pradesh,Central,Food Processing,Food,3,11775,35325
1000550,Coakley,P00045342,F,46-50,46,Married,Madhya Pradesh,Central,IT Sector,Food,1,11774,11774
1507255,Chetan,P00127942,F,26-35,46.5,Married,Delhi,Central,Govt,Food,3,17659,52977
1002718,Abhishek,P00278542,M,26-35,26,Married,Madhya Pradesh,Central,Food Processing,Food,1,11772,11772
1000352,Maris,P00241542,F,18-25,24,Single,Maharashtra,Western,Govt,Food,1,11772,11772
1001050,Nishant,P00347242,F,26-35,30,Married,Uttar Pradesh,Central,IT Sector,Food,2,11771,23542
1002239,Juliana,P00025442,F,18-25,23,Married,Maharashtra,Western,Govt,Food,4,11770,47080
1000624,Fisher,P00049642,F,26-35,33,Married,Andhra Pradesh,Southern,Banking,Food,3,11769,35307
1508397,Jas,P00358342,F,18-25,36,Single,Andhra Pradesh,Southern,Hospitality,Food,3,17650,52950
1004021,Aishwarya,P00190142,F,51-55,51,Single,Madhya Pradesh,Central,Hospitality,Food,4,11765,47060
1002975,McAdams,P00069042,F,36-45,39,Married,Telangana,Southern,Textile,Food,1,11764,11764
1003504,Pak,P00021642,F,18-25,19,Single,Haryana,Northern,Healthcare,Food,2,11763,23526
1002434,Hilary,P00010742,M,26-35,28,Single,Andhra Pradesh,Southern,Lawyer,Food,4,11760,47040
1505613,Claire,P00275842,F,26-35,40.5,Single,Delhi,Central,IT Sector,Food,4,17638,70552
1001514,Yaanvi,P00114042,F,18-25,21,Single,Rajasthan,Northern,Textile,Food,3,11758,35274
1005762,Yoseph,P00259342,M,36-45,42,Married,Delhi,Central,Govt,Food,3,11756,35268
1506691,Burns,P00100642,F,26-35,39,Married,Haryana,Northern,Media,Food,4,17634,70536
1000945,Grove,P00147942,F,46-50,46,Single,Karnataka,Southern,Textile,Food,1,11756,11756
1000851,Thompson,P00345742,F,18-25,18,Married,Andhra Pradesh,Southern,Hospitality,Food,2,11755,23510
1004207,Lela,P00062842,F,36-45,37,Single,Maharashtra,Western,Govt,Food,3,11755,35265
1004153,Heidel,P00187842,F,51-55,54,Single,Gujarat,Western,Healthcare,Food,1,11754,11754
1002376,Brosina,P00254142,F,26-35,27,Married,Maharashtra,Western,Media,Food,1,11754,11754
1005483,Nora,P00016142,M,26-35,34,Single,Kerala,Southern,Retail,Food,3,11753,35259
1001463,Jane,P00173242,F,51-55,54,Married,Andhra Pradesh,Southern,Lawyer,Food,2,11748,23496
1004472,Yogesh,P00080042,M,46-50,48,Single,Maharashtra,Western,Media,Food,2,11747,23494
1004024,Chad,P00252042,M,26-35,33,Single,Madhya Pradesh,Central,Hospitality,Food,3,11743,35229
1000911,Jaydeep,P00313342,F,51-55,54,Single,Haryana,Northern,Banking,Food,2,11739,23478
1005795,Conant,P00129242,F,26-35,33,Single,Karnataka,Southern,Govt,Food,1,11737,11737
1003842,Shivangi,P0097742,M,36-45,45,Married,Himachal Pradesh,Northern,Lawyer,Food,1,11736,11736
1001487,Nona,P00355642,F,36-45,39,Single,Haryana,Northern,IT Sector,Food,2,11734,23468
1005747,Gardner,P00147742,F,26-35,34,Single,Karnataka,Southern,Hospitality,Food,4,11734,46936
1003712,Campbell,P00127342,F,26-35,28,Single,Maharashtra,Western,Healthcare,Food,4,11734,46936
1005858,Kipp,P00178242,F,26-35,27,Single,Uttar Pradesh,Central,Govt,Food,1,11734,11734
1003308,Cortes,P00034742,M,18-25,21,Single,Kerala,Southern,Lawyer,Food,1,11732,11732
1005551,Hastings,P00181842,M,36-45,39,Single,Maharashtra,Western,Media,Food,3,11731,35193
1002761,MacAllister,P00243942,F,36-45,42,Married,Uttar Pradesh,Central,Banking,Food,2,11731,23462
1005626,Tonja,P00338442,M,55+,85,Single,Madhya Pradesh,Central,Govt,Food,1,11730,11730
1000173,Muhammed,P00310842,F,26-35,29,Single,Karnataka,Southern,Hospitality,Food,2,11729,23458
1002208,Ashmi,P00173742,F,26-35,33,Married,Maharashtra,Western,Govt,Food,3,11729,35187
